"","geneNames","geneIDs","feature","id","fc","pval","qval"
"417","AURKAIP1","MSTRG.57","transcript","417",2.54441453430918,0.398098941795792,0.919887615761457
"418","AURKAIP1","MSTRG.57","transcript","418",0.980198362324095,0.924472588503748,0.998127167654743
"419","AURKAIP1","MSTRG.57","transcript","419",1.40884422345402,0.50838693488588,0.970960488622456
"420","AURKAIP1","MSTRG.57","transcript","420",1.19639404276847,0.675096800578338,0.998127167654743
"421","AURKAIP1","MSTRG.57","transcript","421",0.565280318627879,0.170411195770532,0.769494308856052
"432","CCNL2","MSTRG.58","transcript","432",5.79902699968859,0.0542565814680001,0.588547309398046
"433",".","MSTRG.58","transcript","433",2.69339082371372,0.227379167715702,0.833510136598142
"434",".","MSTRG.58","transcript","434",1.21317647390233,0.859263903352298,0.998127167654743
"435",".","MSTRG.58","transcript","435",0.360505569968949,0.0171436735295868,0.588547309398046
"442","CCNL2","MSTRG.58","transcript","442",2.2808269503718,0.224503718067899,0.83018621879762
"453","AL391244.1","MSTRG.59","transcript","453",0.830625233847519,0.852081564188778,0.998127167654743
"455","MRPL20","MSTRG.60","transcript","455",0.537234904547499,0.0926640162549437,0.636429708017723
"457","MRPL20","MSTRG.60","transcript","457",1.71586072796163,0.240744355870221,0.842852289523066
"461","MRPL20","MSTRG.60","transcript","461",0.0995506250184433,0.197965698253268,0.800050279681374
"474",".","MSTRG.61","transcript","474",0.894474496947718,0.921155244576501,0.998127167654743
"475",".","MSTRG.61","transcript","475",6.03911779039097,0.331448505369858,0.899904890567764
"482",".","MSTRG.63","transcript","482",0.251800999791679,0.278336741601834,0.87160695699952
"484","ATAD3B","MSTRG.61","transcript","484",0.673327147212276,0.738362370968416,0.998127167654743
"485",".","MSTRG.61","transcript","485",1.12406501602058,0.921155244576487,0.998127167654743
"486","ATAD3B","MSTRG.61","transcript","486",0.714985574643686,0.70510909459928,0.998127167654743
"492",".","MSTRG.64","transcript","492",0.508601915412029,0.0757903901512753,0.60493296563794
"493","ATAD3A","MSTRG.61","transcript","493",0.949404613690513,0.823505083821678,0.998127167654743
"503","SSU72","MSTRG.65","transcript","503",0.762051705651671,0.0776228648684474,0.610247057068531
"504","SSU72","MSTRG.65","transcript","504",0.920024991797596,0.913852535548306,0.998127167654743
"506","SSU72","MSTRG.65","transcript","506",1.31870429183917,0.429803561188622,0.935138790500783
"542","MIB2","MSTRG.69","transcript","542",1.40412019437156,0.750488981001135,0.998127167654743
"553",".","MSTRG.71","transcript","553",0.826019221710308,0.90337487952244,0.998127167654743
"554","CDK11B","MSTRG.71","transcript","554",1.50936250767782,0.598839962603251,0.998127167654743
"555","CDK11B","MSTRG.71","transcript","555",0.52390653848314,0.462457462514922,0.950814223165219
"556","CDK11B","MSTRG.71","transcript","556",0.205256678464108,0.258582940843233,0.857464492489913
"557","CDK11B","MSTRG.71","transcript","557",4.13043834486442,0.0570898918385254,0.588547309398046
"568",".","MSTRG.74","transcript","568",0.61395083592784,0.533234737463989,0.980857731024631
"573",".","MSTRG.76","transcript","573",5.9878589688875,0.0329137231995482,0.588547309398046
"574",".","MSTRG.77","transcript","574",0.193620647561113,0.0882160134721043,0.629023787187081
"581","CDK11A","MSTRG.74","transcript","581",1.01683562701896,0.99092272395465,0.998982933000517
"588","CDK11A","MSTRG.74","transcript","588",0.898293244873734,0.872818675186947,0.998127167654743
"589","CDK11A","MSTRG.74","transcript","589",0.968447404177687,0.978165621327098,0.99863227294818
"592","CDK11A","MSTRG.74","transcript","592",1.77009669035263,0.634383598475638,0.998127167654743
"597","CDK11A","MSTRG.74","transcript","597",1.28396286107551,0.856285324909549,0.998127167654743
"605",".","MSTRG.74","transcript","605",0.664592457949178,0.631568438056965,0.998127167654743
"610","SLC35E2A","MSTRG.74","transcript","610",0.707717918091326,0.907786978146031,0.998127167654743
"612",".","MSTRG.80","transcript","612",0.118644632304409,0.0653453349833752,0.588547309398046
"613","NADK","MSTRG.80","transcript","613",7.4281889828328,0.0414835811197971,0.588547309398046
"622",".","MSTRG.80","transcript","622",0.604707575389553,0.32834061499594,0.89921410332903
"623","NADK","MSTRG.80","transcript","623",6.0024642856296,0.200886702675691,0.803723492059558
"624","NADK","MSTRG.80","transcript","624",1.18093527601884,0.921155244576487,0.998127167654743
"627","NADK","MSTRG.80","transcript","627",1.14414592684444,0.714718730907785,0.998127167654743
"629","NADK","MSTRG.80","transcript","629",1.17860783169257,0.730253755793528,0.998127167654743
"630","NADK","MSTRG.80","transcript","630",2.2576051950127,0.0288226706250412,0.588547309398046
"634",".","MSTRG.86","transcript","634",2.07802909964004,0.727038255300479,0.998127167654743
"635",".","MSTRG.86","transcript","635",0.460090135000522,0.826807133426102,0.998127167654743
"636",".","MSTRG.86","transcript","636",0.158618089739482,0.6743015703078,0.998127167654743
"637","GNB1","MSTRG.86","transcript","637",1.06871315319523,0.906947438123739,0.998127167654743
"719","FAAP20","MSTRG.84","transcript","719",1.97762494670032,0.26486104259449,0.862650277996975
"727","FAAP20","MSTRG.84","transcript","727",1.24222409911959,0.396699958976337,0.918892185603229
"734",".","MSTRG.88","transcript","734",0.829079835354643,0.303611096545364,0.890188126448507
"735","SKI","MSTRG.88","transcript","735",1.21670585158893,0.379722714023218,0.913254830646743
"754","RER1","MSTRG.93","transcript","754",0.356943367491056,0.704574340058108,0.998127167654743
"756","RER1","MSTRG.93","transcript","756",1.28159934420414,0.887014472338532,0.998127167654743
"759",".","MSTRG.93","transcript","759",0.398619052125705,0.354172167734929,0.905274372386369
"760",".","MSTRG.93","transcript","760",1.5207025138256,0.563093092857558,0.994905794960339
"761",".","MSTRG.93","transcript","761",1.12490202324034,0.810605733931983,0.998127167654743
"763",".","MSTRG.93","transcript","763",3.32750173854716,0.685560157572247,0.998127167654743
"765","RER1","MSTRG.93","transcript","765",0.776517404289582,0.603572667144524,0.998127167654743
"771","PEX10","MSTRG.94","transcript","771",0.345195182542478,0.32674211465994,0.898832789714131
"838","FAM213B","MSTRG.97","transcript","838",0.958387862271061,0.915710750944709,0.998127167654743
"898","TPRG1L","MSTRG.105","transcript","898",0.91624567402784,0.921155244576502,0.998127167654743
"900","WRAP73","MSTRG.106","transcript","900",0.723857985824475,0.347557925142478,0.903935901464335
"902","WRAP73","MSTRG.106","transcript","902",1.18668480634789,0.721233768367776,0.998127167654743
"911","TP73","MSTRG.107","transcript","911",0.679063478306065,0.339300922333419,0.901995699933056
"926",".","MSTRG.110","transcript","926",0.765504535457009,0.765612973419112,0.998127167654743
"934","TP73-AS1","MSTRG.110","transcript","934",0.640202649854763,0.562414017923262,0.994159448808065
"941","SMIM1","MSTRG.113","transcript","941",2.65472650497931,0.0107898545493741,0.588547309398046
"963","DFFB","MSTRG.118","transcript","963",0.848305780888853,0.0901353598182023,0.6312092215268
"1020","NPHP4","MSTRG.122","transcript","1020",0.372489968976082,0.433644893900086,0.937023166902795
"1021","NPHP4","MSTRG.122","transcript","1021",1.45820153011752,0.00722092314644018,0.588547309398046
"1022",".","MSTRG.122","transcript","1022",2.57908096479249,0.117632083080128,0.690462381847099
"1027",".","MSTRG.122","transcript","1027",2.6803779735176,0.530735838307813,0.980237865983967
"1031",".","MSTRG.122","transcript","1031",0.361295332987228,0.0866090534375532,0.625534024187428
"1032",".","MSTRG.122","transcript","1032",0.308655262328237,0.0467338799644041,0.588547309398046
"1034","KCNAB2","MSTRG.123","transcript","1034",5.48758530100465,0.155476972821668,0.749485781736949
"1039","KCNAB2","MSTRG.123","transcript","1039",1.31622892847624,0.704441551845144,0.998127167654743
"1040","KCNAB2","MSTRG.123","transcript","1040",0.226364656801326,0.230336446380192,0.835011683822682
"1043","KCNAB2","MSTRG.123","transcript","1043",2.96672955276315,0.259999045338622,0.857987419111637
"1059","RPL22","MSTRG.124","transcript","1059",1.12881464922103,0.0872986942700735,0.626261616403708
"1061","RPL22","MSTRG.124","transcript","1061",0.902391051433156,0.483463016998242,0.961331821817579
"1062",".","MSTRG.124","transcript","1062",0.151316556386056,0.0948703236744186,0.64252495036352
"1063",".","MSTRG.124","transcript","1063",5.05549787432788,0.0167876807457317,0.588547309398046
"1064",".","MSTRG.124","transcript","1064",0.42365846143693,0.375813821586229,0.912406648564423
"1065","RPL22","MSTRG.124","transcript","1065",0.150801820202518,0.510022314055323,0.972376993561469
"1068","RPL22","MSTRG.124","transcript","1068",1.51559633804072,0.158859986838755,0.754467457939267
"1073",".","MSTRG.126","transcript","1073",0.551719113301526,0.617795544201072,0.998127167654743
"1079",".","MSTRG.126","transcript","1079",3.29761101272268,0.588647266160928,0.998127167654743
"1081","ICMT","MSTRG.127","transcript","1081",0.592426321845757,0.240233916840641,0.842611773404742
"1084","ICMT","MSTRG.127","transcript","1084",0.82575669336132,0.342893002754896,0.903168169619773
"1090",".","MSTRG.128","transcript","1090",2.88811605025601,0.413255211649616,0.927428691560979
"1091",".","MSTRG.128","transcript","1091",0.917420591970981,0.926998209227752,0.998127167654743
"1092",".","MSTRG.128","transcript","1092",0.605970937215436,0.794744466033572,0.998127167654743
"1093","ACOT7","MSTRG.129","transcript","1093",0.0677722712428937,0.356983115692067,0.905274372386369
"1099","ACOT7","MSTRG.129","transcript","1099",5.19633056707021,0.0653453349833759,0.588547309398046
"1100","ACOT7","MSTRG.129","transcript","1100",10.6995331025732,0.358467207749839,0.905571635915986
"1167","AL591866.1","MSTRG.133","transcript","1167",0.692536837940167,0.0465335077601912,0.588547309398046
"1175","ZBTB48","MSTRG.134","transcript","1175",0.64876595166158,0.534423942298823,0.98178621143492
"1176","ZBTB48","MSTRG.134","transcript","1176",1.31458312502737,0.691052592436189,0.998127167654743
"1182","KLHL21","MSTRG.135","transcript","1182",0.694222712913979,0.497944962768424,0.967550006958325
"1192","THAP3","MSTRG.137","transcript","1192",0.361690540130346,0.0653453349833752,0.588547309398046
"1198","DNAJC11","MSTRG.138","transcript","1198",0.553948233689104,0.784218629710162,0.998127167654743
"1200","DNAJC11","MSTRG.138","transcript","1200",0.882015131885485,0.261681506551841,0.859486767728754
"1201","DNAJC11","MSTRG.138","transcript","1201",1.31803333710741,0.833883321878057,0.998127167654743
"1206","DNAJC11","MSTRG.138","transcript","1206",1.29531452161566,0.68810573768358,0.998127167654743
"1219","CAMTA1","MSTRG.139","transcript","1219",0.957415541879764,0.58637505662518,0.998127167654743
"1244","VAMP3","MSTRG.149","transcript","1244",0.852465569403647,0.0601992890469771,0.588547309398046
"1258",".","MSTRG.151","transcript","1258",0.492122238658291,0.178480338075024,0.777202303584368
"1268",".","MSTRG.154","transcript","1268",4.01880131503822,0.660034098730052,0.998127167654743
"1269","PARK7","MSTRG.154","transcript","1269",4.30835240933227,0.62763755796446,0.998127167654743
"1270","PARK7","MSTRG.154","transcript","1270",3.60259449699312,0.370581158556447,0.910450328872928
"1272","PARK7","MSTRG.154","transcript","1272",0.440432829370908,0.181180295442371,0.780778136951003
"1273","PARK7","MSTRG.154","transcript","1273",2.22788688969314,0.0653453349833771,0.588547309398046
"1274","PARK7","MSTRG.154","transcript","1274",0.295797036989837,0.0410040768528965,0.588547309398046
"1275",".","MSTRG.154","transcript","1275",0.0325841244943005,0.381358206273205,0.913478566556977
"1276","PARK7","MSTRG.154","transcript","1276",21.5728965940213,0.074846457801296,0.602613339005478
"1290","AL034417.1","MSTRG.157","transcript","1290",2.99222189260078,0.382453364176704,0.913679568777591
"1302","RERE","MSTRG.158","transcript","1302",2.22927291493604,0.453795167867083,0.94794705131976
"1303","RERE","MSTRG.158","transcript","1303",0.308076315746141,0.0705486108042506,0.593714910498582
"1304",".","MSTRG.158","transcript","1304",1.11095748601287,0.920471950687173,0.998127167654743
"1325","RPL7P11","MSTRG.162","transcript","1325",0.845191553472092,0.470533356064907,0.955825685082126
"1332","ENO1","MSTRG.168","transcript","1332",0.0362445589404777,0.523436876376288,0.978225706083201
"1333","ENO1","MSTRG.168","transcript","1333",3.29507593878824,0.346189367402242,0.903898379093591
"1338",".","MSTRG.168","transcript","1338",0.147669124320524,0.458256524075787,0.948987372391845
"1340","ENO1","MSTRG.168","transcript","1340",3.63967362068753,0.265672555063068,0.863007446748259
"1343","ENO1","MSTRG.168","transcript","1343",1.23069965388958,0.842116508304306,0.998127167654743
"1348","ENO1","MSTRG.168","transcript","1348",0.39769221845415,0.149335130359456,0.740006000005625
"1363","SLC2A5","MSTRG.172","transcript","1363",0.807183520339137,0.091804216160242,0.634754735733562
"1365","SLC2A5","MSTRG.172","transcript","1365",0.3933613561402,0.179727541138431,0.778712152185721
"1385",".","MSTRG.174","transcript","1385",5.27761361552441,0.355920784480863,0.905274372386369
"1387",".","MSTRG.174","transcript","1387",0.805517750078187,0.870800674103196,0.998127167654743
"1388",".","MSTRG.174","transcript","1388",1.55697111060088,0.55734622637018,0.991613873820507
"1389",".","MSTRG.174","transcript","1389",0.70738998361598,0.704513114906256,0.998127167654743
"1390",".","MSTRG.174","transcript","1390",0.413789065123675,0.607520654664423,0.998127167654743
"1403","SLC25A33","MSTRG.175","transcript","1403",2.51652835930643,0.358385700164171,0.905571635915986
"1404",".","MSTRG.175","transcript","1404",0.317944287517164,0.364154306233476,0.907609134721623
"1407","TMEM201","MSTRG.177","transcript","1407",1.39086801483284,0.293255365578293,0.882774009936465
"1408","TMEM201","MSTRG.177","transcript","1408",0.245787886805557,0.385411153321478,0.91461583763534
"1410","TMEM201","MSTRG.177","transcript","1410",1.11466281806826,0.918468015979094,0.998127167654743
"1413",".","MSTRG.178","transcript","1413",1.21973113553248,0.887124122318806,0.998127167654743
"1414","PIK3CD","MSTRG.178","transcript","1414",0.680477105845197,0.248884217897378,0.849689564902565
"1415",".","MSTRG.178","transcript","1415",5.87363646849929,0.0653453349833759,0.588547309398046
"1418",".","MSTRG.178","transcript","1418",1.41044704535675,0.138252136298056,0.72257218515815
"1421",".","MSTRG.178","transcript","1421",4.51685016245307,0.0653453349833759,0.588547309398046
"1428","CLSTN1","MSTRG.182","transcript","1428",1.29544619006453,0.158777301764415,0.754337280131931
"1430",".","MSTRG.182","transcript","1430",0.848213630395722,0.414318930638602,0.927756246849619
"1437","CTNNBIP1","MSTRG.184","transcript","1437",1.30412841245225,0.86698361407419,0.998127167654743
"1438","CTNNBIP1","MSTRG.184","transcript","1438",0.77414914286714,0.841048831855633,0.998127167654743
"1441",".","MSTRG.187","transcript","1441",0.801656564934568,0.108422265856948,0.6697413256992
"1442","LZIC","MSTRG.186","transcript","1442",0.755762163397615,0.0489306841930839,0.588547309398046
"1458","UBE4B","MSTRG.193","transcript","1458",0.856047205526685,0.0500837801405705,0.588547309398046
"1496","PGD","MSTRG.200","transcript","1496",2.95026669952818,0.732295356934156,0.998127167654743
"1497","PGD","MSTRG.200","transcript","1497",0.785179573304212,0.566861116819598,0.996210321941116
"1499","PGD","MSTRG.200","transcript","1499",0.826307155778215,0.0728498991795045,0.599332833324434
"1508","CENPS","MSTRG.202","transcript","1508",0.74592180893595,0.448259938094244,0.944918655417385
"1509","CENPS","MSTRG.202","transcript","1509",0.57366025026468,0.814935312744316,0.998127167654743
"1510","CENPS","MSTRG.202","transcript","1510",0.813143029693353,0.869296415639037,0.998127167654743
"1516","DFFA","MSTRG.203","transcript","1516",0.946165296146402,0.827166464438639,0.998127167654743
"1517",".","MSTRG.203","transcript","1517",0.889784368889587,0.921155244576501,0.998127167654743
"1520","DFFA","MSTRG.203","transcript","1520",0.862378421030879,0.394253986561129,0.917684488248291
"1522","PEX14","MSTRG.205","transcript","1522",0.858756356591626,0.265800815266716,0.863007446748259
"1544","TARDBP","MSTRG.207","transcript","1544",1.4698613142869,0.745145682278527,0.998127167654743
"1548",".","MSTRG.207","transcript","1548",4.24297265556569,0.559858512819262,0.992856201336778
"1549","TARDBP","MSTRG.207","transcript","1549",1.14395514180174,0.921155244576487,0.998127167654743
"1551","TARDBP","MSTRG.207","transcript","1551",0.943616088680969,0.961535282203547,0.998543255004537
"1554","TARDBP","MSTRG.207","transcript","1554",0.800508821456481,0.921155244576501,0.998127167654743
"1555","TARDBP","MSTRG.207","transcript","1555",0.741832328130608,0.87748681812592,0.998127167654743
"1558","TARDBP","MSTRG.207","transcript","1558",0.139840782087708,0.0838022183743719,0.620584639627137
"1586","SRM","MSTRG.209","transcript","1586",0.181700736162265,0.00769071804926824,0.588547309398046
"1587","SRM","MSTRG.209","transcript","1587",0.643565028305341,0.157666365365182,0.752371200022821
"1589","SRM","MSTRG.209","transcript","1589",0.642895358407395,0.352603816270229,0.904813579381025
"1590","SRM","MSTRG.209","transcript","1590",14.6189335508412,0.0653453349833759,0.588547309398046
"1592","EXOSC10","MSTRG.210","transcript","1592",0.780659310720715,0.892620954563655,0.998127167654743
"1593","EXOSC10","MSTRG.210","transcript","1593",0.831433247059418,0.545201141734073,0.984956971993399
"1595","EXOSC10","MSTRG.210","transcript","1595",1.12589736242998,0.493266849308022,0.965326624880496
"1601","EXOSC10","MSTRG.210","transcript","1601",0.765867150950705,0.716501632986275,0.998127167654743
"1647","FBXO6","MSTRG.224","transcript","1647",2.18670050690364,0.0988739928549055,0.649868680273656
"1650","MAD2L2","MSTRG.225","transcript","1650",0.479088683566045,0.202620031990509,0.804430351147566
"1651","MAD2L2","MSTRG.225","transcript","1651",0.790129805449111,0.686589890542453,0.998127167654743
"1652","MAD2L2","MSTRG.225","transcript","1652",1.19730574527938,0.878190172936372,0.998127167654743
"1653","MAD2L2","MSTRG.225","transcript","1653",1.59951507538867,0.625115644569845,0.998127167654743
"1656","MAD2L2","MSTRG.225","transcript","1656",1.22158180198867,0.547565788576926,0.985843378787205
"1657","MAD2L2","MSTRG.225","transcript","1657",0.629912376679351,0.409409247317178,0.925340841029734
"1667","AGTRAP","MSTRG.226","transcript","1667",1.01662050325221,0.401856866096266,0.920703268105541
"1668","AGTRAP","MSTRG.226","transcript","1668",0.745655228516113,0.852108667479853,0.998127167654743
"1670","AGTRAP","MSTRG.226","transcript","1670",0.581150920855806,0.761530269007172,0.998127167654743
"1691","MTHFR","MSTRG.229","transcript","1691",2.83248816144102,0.18467569941647,0.7841534754003
"1729","PLOD1","MSTRG.234","transcript","1729",1.01764984319025,0.614214142755263,0.998127167654743
"1733",".","MSTRG.234","transcript","1733",12.9888550103554,0.0855143186189776,0.624897896156093
"1735","MFN2","MSTRG.235","transcript","1735",1.60109187933701,0.833883321878057,0.998127167654743
"1737","MFN2","MSTRG.235","transcript","1737",0.578749122082876,0.80480402164376,0.998127167654743
"1739",".","MSTRG.235","transcript","1739",1.15462674919945,0.365040297198895,0.90842569970932
"1741","MFN2","MSTRG.235","transcript","1741",0.145754835631946,0.374657639712362,0.912193742684535
"1744","MIIP","MSTRG.237","transcript","1744",1.42221471405814,0.195953863082568,0.798786195963254
"1762","TNFRSF1B","MSTRG.240","transcript","1762",1.39433629562514,0.0839265469106526,0.620584639627137
"1874","PRDM2","MSTRG.244","transcript","1874",1.4987122915934,0.760471637292563,0.998127167654743
"1875","PRDM2","MSTRG.244","transcript","1875",0.766202109506223,0.135750835693771,0.718385919896513
"1879","PRDM2","MSTRG.244","transcript","1879",0.653345504320104,0.692870838402891,0.998127167654743
"1880","PRDM2","MSTRG.244","transcript","1880",1.08054288137879,0.939753984404119,0.998127167654743
"1895","KAZN","MSTRG.245","transcript","1895",1.07540020404776,0.923787523105301,0.998127167654743
"1936","EFHD2","MSTRG.251","transcript","1936",1.06256541162668,0.55135285962081,0.988324323805429
"1962","DNAJC16","MSTRG.254","transcript","1962",0.9497458539632,0.952185909909076,0.998127167654743
"1974","CHCHD2P6","MSTRG.259","transcript","1974",1.00740675657328,0.96176469707044,0.998543255004537
"1977","DDI2","MSTRG.260","transcript","1977",0.751647736590475,0.0461310219104389,0.588547309398046
"1985","PLEKHM2","MSTRG.261","transcript","1985",0.763291054537249,0.587177244310924,0.998127167654743
"1986",".","MSTRG.261","transcript","1986",6.07420383696246,0.000344930384210795,0.588547309398046
"1987","PLEKHM2","MSTRG.261","transcript","1987",1.96358203186607,0.0867272825803452,0.625788169493984
"1988",".","MSTRG.261","transcript","1988",0.144177376848053,0.0653453349833752,0.588547309398046
"1989","PLEKHM2","MSTRG.261","transcript","1989",1.03952517738354,0.833883321878055,0.998127167654743
"2016","RPL12P14","MSTRG.266","transcript","2016",0.949599497643065,0.687942248214921,0.998127167654743
"2018","AL450998.1","MSTRG.268","transcript","2018",0.971890303976157,0.478262954754359,0.958464911982746
"2019",".","MSTRG.268","transcript","2019",0.860349185464516,0.592106580208669,0.998127167654743
"2022","SPEN","MSTRG.270","transcript","2022",0.846490995314499,0.105603169536743,0.66548086326754
"2024","SPEN","MSTRG.270","transcript","2024",0.30083574399136,0.0314592046615674,0.588547309398046
"2030","ZBTB17","MSTRG.272","transcript","2030",1.25983586584113,0.722005340432041,0.998127167654743
"2033",".","MSTRG.272","transcript","2033",0.890962094467913,0.912169791597185,0.998127167654743
"2098","SZRD1","MSTRG.280","transcript","2098",0.417389536987026,0.127420578970028,0.704145345761974
"2104",".","MSTRG.280","transcript","2104",6.91922404431322,0.00849378832927283,0.588547309398046
"2105","SZRD1","MSTRG.280","transcript","2105",0.748235737153584,0.469426565848819,0.955137073346416
"2107","RPL22P3","MSTRG.281","transcript","2107",0.947805679361225,0.596923075008402,0.998127167654743
"2114","NECAP2","MSTRG.283","transcript","2114",4.00379347075266,0.113327965266069,0.679881193392418
"2118","NECAP2","MSTRG.283","transcript","2118",0.695163789835073,0.417873330812053,0.929634791636978
"2123","NECAP2","MSTRG.283","transcript","2123",0.182522925477137,0.00425836129752721,0.588547309398046
"2133","RNU1-1","MSTRG.284","transcript","2133",0.427277082656238,0.0310542487121819,0.588547309398046
"2144",".","MSTRG.285","transcript","2144",0.674196844230472,0.632596307486299,0.998127167654743
"2149",".","MSTRG.286","transcript","2149",3.56908971093982,0.134764183030878,0.718079734076258
"2150","CROCCP2","MSTRG.286","transcript","2150",0.999808186876086,0.914354642425829,0.998127167654743
"2152",".","MSTRG.286","transcript","2152",0.787249012908591,0.243549183044247,0.846375274001742
"2155",".","MSTRG.286","transcript","2155",0.260358297195885,0.0336921584804285,0.588547309398046
"2160","AL137798.3","MSTRG.286","transcript","2160",1.11178688820578,0.705972122429929,0.998127167654743
"2165","EIF1AXP1","MSTRG.291","transcript","2165",0.93716318264682,0.751594988941096,0.998127167654743
"2173","RNU1-4","MSTRG.295","transcript","2173",0.461789956870029,0.119023325495451,0.693290611370735
"2194","RNU1-2","MSTRG.303","transcript","2194",0.465776019249977,0.0729146631245947,0.599332833324434
"2216","ATP13A2","MSTRG.308","transcript","2216",1.18721094244058,0.819668657357509,0.998127167654743
"2218","ATP13A2","MSTRG.308","transcript","2218",1.24341626613928,0.726107395105952,0.998127167654743
"2221",".","MSTRG.308","transcript","2221",0.620463515636344,0.154994397902825,0.748613890702476
"2229","ATP13A2","MSTRG.308","transcript","2229",1.25043657807126,0.850519565682724,0.998127167654743
